0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0.003869048	0.001547619	3.87E-03	0.001547619	0	0	0	0	0	0	0	0	0									
0.007	0.004117647	0.002892562	0.008571429	0.003928571	8.58E-03	0.003928571	0	0	0	0	0	0	0	0	0									
0.013	0.007647059	0.005371901	0.017321429	0.007857143	1.73E-02	0.007857143	0	0	0	0	0	0	0	0	0									
0.04	0.023529412	0.016528926	0.04047619	0.019047619	4.06E-02	0.019047619	0	0	0	0	0	0	0	0	0									
0.083	0.048823529	0.034297521	0.069404762	0.033690476	6.94E-02	0.033690476	0	0	0	0	0	0	0	0	0									
0.16	0.094117647	0.066115702	0.138095238	0.066666667	1.38E-01	0.066666667	0	0	0	0	0	0	0	0	0									
0.26	0.152941176	0.107438017	0.269047619	0.126190476	2.69E-01	0.126190476	0	0	0	0	0	0	0	0	0									
0.53	0.311764706	0.219008264	0.360714286	0.182142857	3.61E-01	0.182142857	0	0	0	0	0	0	0	0	0									
0.9	0.529411765	0.371900827	0.375	0.215238095	3.74E-01	0.215238095	0	0	0	0	0	0	0	0	0									
0.96	0.564705882	0.396694215	0.248214286	0.169404762	2.48E-01	0.169404762	0	0	0	0	0	0	0	0	0									
0.73	0.429411765	0.301652893	0.176190476	0.125357143	1.76E-01	0.125357143	0	0	0	0	0	0	0	0	0									
0.466	0.276470588	0.199724518	0.130357143	0.09702381	1.30E-01	0.09702381	0	0	0	0	0	0	0	0	0									
0.334	0.2	0.148760331	0.1	0.082142857	1.00E-01	0.082142857	0	0	0	0	0	0	0	0	0									
0.262	0.158823529	0.122589532	0.085714286	0.077380952	8.58E-02	0.077380952	0	0	0	0	0	0	0	0	0									
0.208	0.129411765	0.107438017	0.079761905	0.08452381	7.97E-02	0.08452381	0	0	0	0	0	0	0	0	0									
0.192	0.123529412	0.111570248	0.0875	0.10952381	8.74E-02	0.10952381	0	0	0	0	0	0	0	0	0									
0.1976	0.133529412	0.134297521	0.118392857	0.160714286	1.18E-01	0.160714286	0	0	0	0	0	0	0	0	0									
0.224	0.158823529	0.174931129	0.171130952	0.22702381	1.71E-01	0.22702381	0	0	0	0	0	0	0	0	0									
0.289	0.21	0.241184573	0.244880952	0.304404762	2.45E-01	0.304404762	0	0	0	0	0	0	0	0	0									
0.413	0.301764706	0.349724518	0.358690476	0.410476191	3.58E-01	0.410476191	0	0	0	0	0	0	0	0	0									
0.568	0.417647059	0.488980716	0.507142857	0.549404762	5.06E-01	0.549404762	0	0	0	0	0	0	0	0	0									
0.768	0.564705882	0.661157025	0.685714286	0.717261905	6.87E-01	0.717261905	0	0	0	0	0	0	0	0	0									
0.8	0.588235294	0.688705234	0.714285714	0.738095238	7.16E-01	0.738095238	0	0	0	0	0	0	0	0	0									
0.768	0.564705882	0.661157025	0.685714286	0.704761905	6.87E-01	0.704761905	0	0	0	0	0	0	0	0	0									
0.688	0.505882353	0.592286501	0.614285714	0.628571429	6.16E-01	0.628571429	0	0	0	0	0	0	0	0	0									
0.568	0.417647059	0.488980716	0.507142857	0.517261905	5.06E-01	0.517261905	0	0	0	0	0	0	0	0	0									
0.448	0.329411765	0.385674931	0.4	0.406547619	4.00E-01	0.406547619	0	0	0	0	0	0	0	0	0									
0.352	0.258823529	0.303030303	0.314285714	0.318452381	3.15E-01	0.318452381	0	0	0	0	0	0	0	0	0									
0.272	0.2	0.23415978	0.242857143	0.245238095	2.43E-01	0.245238095	0	0	0	0	0	0	0	0	0									
0.216	0.168627451	0.195592287	0.201785714	0.203571429	2.02E-01	0.203571429	0	0	0	0	0	0	0	0	0									
0.168	0.162745098	0.183195592	0.185714286	0.186904762	1.86E-01	0.186904762	0	0	0	0	0	0	0	0	0									
0.136	0.171568627	0.187465565	0.186607143	0.187202381	1.87E-01	0.187202381	0	0	0	0	0	0	0	0	0									
0.1176	0.230588235	0.242975207	0.23625	0.23625	2.36E-01	0.23625	0	0	0	0	0	0	0	0	0									
0.088	0.407843137	0.413223141	0.391071429	0.391071429	3.90E-01	0.391071428	0	0	0	0	0	0	0	0	0									
0.064	0.654901961	0.658402204	0.617261905	0.617261905	6.16E-01	0.617261905	0	0	0	0	0	0	0	0	0									
0.04	1	1	0.932738095	0.932738095	9.32E-01	0.932738095	0	0	0	0	0	0	0	0	0									
0.032	0.935294117	0.94077135	0.878571429	0.878571429	8.77E-01	0.878571429	0	0	0	0	0	0	0	0	0									
0.0316	0.545294118	0.569559229	0.537738095	0.537738095	5.39E-01	0.537738095	0	0	0	0	0	0	0	0	0									
0.0334	0.275294118	0.320936639	0.311666667	0.311666667	3.12E-01	0.311666667	0	0	0	0	0	0	0	0	0									
0.04	0.156862745	0.236914601	0.242261905	0.242261905	2.42E-01	0.242261905	0	0	0	0	0	0	0	0	0									
0.07	0.137254902	0.253443526	0.267857143	0.267857143	2.68E-01	0.267857143	0	0	0	0	0	0	0	0	0									
0.13	0.166666667	0.348484848	0.375	0.375	3.74E-01	0.375	0	0	0	0	0	0	0	0	0									
0.3	0.323529412	0.67630854	0.729166667	0.729166667	7.29E-01	0.729166667	0	0	0	0	0	0	0	0	0									
0.45	0.453921569	0.873415978	0.93422619	0.934226191	9.35E-01	0.934226191	0	0	0	0	0	0	0	0	0									
0.8	0.784313725	0.991735537	1	1	1.00E+00	1	0	0	0	0	0	0	0	0	0									
1	0.980392157	0.909090909	0.857142857	0.857142857	8.58E-01	0.857142857	0	0	0	0	0	0	0	0	0									
0.8	0.784313725	0.688705234	0.639880952	0.639880952	6.39E-01	0.639880952	0	0	0	0	0	0	0	0	0									
0.45	0.44117647	0.403581267	0.379166667	0.379166667	3.81E-01	0.379166667	0	0	0	0	0	0	0	0	0									
0.3	0.294117647	0.261707989	0.244047619	0.244047619	2.44E-01	0.244047619	0	0	0	0	0	0	0	0	0									
0.2	0.196078431	0.170798898	0.158333333	0.158333333	1.58E-01	0.158333333	0	0	0	0	0	0	0	0	0									
0.13	0.12745098	0.106060606	0.09702381	0.09702381	9.71E-02	0.09702381	0	0	0	0	0	0	0	0	0									
0.07	0.068627451	0.05922865	0.054761905	0.054761905	5.48E-02	0.054761905	0	0	0	0	0	0	0	0	0									
0.04	0.039215686	0.033057851	0.030357143	0.030357143	3.04E-02	0.030357143	0	0	0	0	0	0	0	0	0									
0.023	0.02254902	0.01584022	0.013690476	0.013690476	1.37E-02	0.013690476	0	0	0	0	0	0	0	0	0									
0.01	0.009803922	0.006887052	0.005952381	0.005952381	5.97E-03	0.005952381	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
0	0	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0									
