0.1086	0.1053	0.0858	0.079	0.1167	0.0872	0.0726	0.0652	0.064424558	0.054	0.0482	0.0691	0.0829	0.053	0.0908	0.6
0.113995838	0.110212572	0.088021068	0.082592636	0.119613832	0.089617058	0.073335085	0.065321855	0.064600899	0.052512434	0.047445438	0.068960405	0.082738193	0.052487333	0.093088818	0.6
0.119685351	0.11539716	0.090376066	0.08630163	0.122798047	0.092113695	0.074063979	0.06542856	0.064894962	0.051056556	0.046701916	0.068853562	0.082594706	0.051958549	0.095405727	0.6
0.125616946	0.120825463	0.092940529	0.090154307	0.126375346	0.094691802	0.07476533	0.065524337	0.065372683	0.049834462	0.046075675	0.068826516	0.082532121	0.051456098	0.097708227	0.6
0.131739027	0.126469177	0.095789995	0.094177989	0.13046843	0.097353273	0.075417787	0.065613409	0.0661	0.049048244	0.045672956	0.068926314	0.082613025	0.051022431	0.099953818	0.6
0.138	0.1323	0.099	0.0984	0.1352	0.1001	0.076	0.0657	0.067098143	0.0489	0.0456	0.0692	0.0829	0.0507	0.1021	0.6
0.144374811	0.138313068	0.102624466	0.102853734	0.140650121	0.102939647	0.076504936	0.065791985	0.068209517	0.04951181	0.045914246	0.069677633	0.083431501	0.050517318	0.104129454	0.6
0.150944568	0.144597273	0.106630853	0.10759686	0.146728305	0.105902957	0.076982841	0.065911844	0.069231819	0.0506857	0.046477932	0.070321326	0.084149455	0.05044715	0.106125591	0.6
0.157816919	0.151264943	0.110965007	0.11269312	0.153301429	0.109026443	0.077498277	0.066085712	0.069962748	0.052143686	0.047104495	0.071076201	0.084971658	0.050448322	0.108197	0.6
0.165099514	0.158428409	0.115572774	0.118206254	0.160236369	0.11234662	0.078115809	0.066339719	0.0702	0.053607782	0.047607372	0.071887384	0.085815908	0.050479663	0.110452272	0.6
0.1729	0.1662	0.1204	0.1242	0.1674	0.1159	0.0789	0.0667	0.06982367	0.0548	0.0478	0.0727	0.0866	0.0505	0.113	0.6
0.181272119	0.174637555	0.125391469	0.130705229	0.174662486	0.119686754	0.07988997	0.067177405	0.069043432	0.055506728	0.047559178	0.073465061	0.087258203	0.050477795	0.115901364	0.6
0.190053978	0.183580948	0.130487723	0.137621328	0.181907134	0.123561679	0.081023059	0.067721662	0.068151361	0.055771842	0.047015155	0.074157136	0.087790675	0.050420052	0.11902791	0.6
0.199029778	0.192815564	0.135628242	0.144814812	0.189020539	0.127343226	0.082211163	0.068267217	0.067439526	0.055703593	0.046361543	0.07475668	0.088214046	0.050343412	0.122203774	0.6
0.207983719	0.202126787	0.140752508	0.152152197	0.195889296	0.130849849	0.083366178	0.068748514	0.0672	0.055410229	0.045791954	0.075244149	0.088544944	0.050264515	0.125253092	0.6
0.2167	0.2113	0.1458	0.1595	0.2024	0.1339	0.0844	0.0691	0.067630379	0.055	0.0455	0.0756	0.0888	0.0502	0.128	0.6
0.225000713	0.220152713	0.150724858	0.16674055	0.208472737	0.136369336	0.085238385	0.069278394	0.068550353	0.054564479	0.045626643	0.075822921	0.088986886	0.050159503	0.130307488	0.6
0.232859519	0.228630934	0.155539855	0.173819428	0.21416156	0.138362328	0.085862525	0.069329506	0.069685138	0.054128531	0.046102249	0.075984531	0.089077444	0.050124641	0.132193968	0.6
0.240287968	0.236712799	0.160272423	0.180698033	0.219554015	0.140040652	0.086267472	0.069321422	0.070759949	0.053700343	0.046804533	0.076174681	0.089034559	0.050070028	0.133716703	0.6
0.247297611	0.244376443	0.164949994	0.187337758	0.224737647	0.141565984	0.08644828	0.069322225	0.0715	0.053288103	0.047611211	0.07648322	0.088821116	0.049970277	0.134932958	0.6
0.2539	0.2516	0.1696	0.1937	0.2298	0.1431	0.0864	0.0694	0.071710016	0.0529	0.0484	0.077	0.0884	0.0498	0.1359	0.6
0.260085027	0.258363595	0.174240299	0.199758173	0.234794567	0.144764703	0.086135692	0.06960342	0.071512756	0.052548156	0.04906145	0.077772853	0.087761453	0.049548993	0.136665482	0.6
0.265755946	0.264655316	0.178850457	0.205533758	0.239638625	0.14652341	0.085740443	0.069903514	0.071110488	0.052260435	0.049537451	0.078681538	0.087005149	0.049267782	0.137238619	0.6
0.270794352	0.270465238	0.183400465	0.211060258	0.2442154	0.148299766	0.085317348	0.070251897	0.07070548	0.052068635	0.049782726	0.079563797	0.086258119	0.049022074	0.137619015	0.6
0.275081838	0.275783441	0.187860315	0.216371172	0.248408117	0.150017414	0.084969502	0.070600187	0.0705	0.052004558	0.049752001	0.080257371	0.085647392	0.048877578	0.137806274	0.6
0.2785	0.2806	0.1922	0.2215	0.2521	0.1516	0.0848	0.0709	0.070641558	0.0521	0.0494	0.0806	0.0853	0.0489	0.1378	0.6
0.280985578	0.284907307	0.196381945	0.22645076	0.255210597	0.152988652	0.084878849	0.071108725	0.071058624	0.052370898	0.048716357	0.080475267	0.085301701	0.049126924	0.137611383	0.6
0.282695897	0.288707004	0.200338317	0.231109538	0.25780474	0.154194432	0.085143705	0.071206838	0.071624912	0.052769731	0.047830348	0.079950115	0.085573159	0.04948343	0.137297955	0.6
0.283843426	0.292003047	0.203993717	0.235332935	0.259983586	0.155245886	0.085499137	0.071180589	0.072214133	0.053233115	0.046906161	0.07913733	0.085993767	0.049866474	0.136928837	0.6
0.284640637	0.294799394	0.207272744	0.238977555	0.261848287	0.15617156	0.085849712	0.071016227	0.0727	0.053697666	0.046107983	0.078149696	0.086442916	0.050173012	0.136573145	0.6
0.2853	0.2971	0.2101	0.2419	0.2635	0.157	0.0861	0.0707	0.072987754	0.0541	0.0456	0.0771	0.0868	0.0503	0.1363	0.6
0.28598866	0.298931978	0.212424719	0.244021987	0.265024646	0.15776069	0.086181712	0.07024008	0.073108748	0.054391452	0.045497123	0.076095681	0.086967744	0.050180912	0.136160187	0.6
0.286692467	0.30041507	0.214294673	0.245525691	0.266447213	0.158486863	0.086135137	0.069732333	0.073125865	0.054582241	0.045717156	0.075222803	0.086942216	0.049895298	0.136131159	0.6
0.287351943	0.301692172	0.215782268	0.246658402	0.267777458	0.159212691	0.086027705	0.069294545	0.073101988	0.054697303	0.046128628	0.074562084	0.086742815	0.049559229	0.136172038	0.6
0.287907613	0.302906183	0.216959908	0.247667408	0.269025135	0.159972346	0.085926849	0.069044505	0.0731	0.054761577	0.046600067	0.074194243	0.086388942	0.049288773	0.136241945	0.6
0.2883	0.3042	0.2179	0.2488	0.2702	0.1608	0.0859	0.0691	0.073173828	0.0548	0.047	0.0742	0.0859	0.0492	0.1363	0.6
0.28847178	0.30568158	0.218688778	0.250266092	0.27131562	0.16171179	0.085995102	0.069527753	0.073341585	0.054826492	0.047228752	0.07461161	0.085300922	0.049373429	0.136308671	0.6
0.288374236	0.307319118	0.219467789	0.252126098	0.272400806	0.162651717	0.086182148	0.07019023	0.073612428	0.054810905	0.047313827	0.075267475	0.084638779	0.049747377	0.136243809	0.6
0.287960802	0.309045865	0.220392412	0.254403058	0.273488183	0.16354575	0.086411644	0.07089883	0.073995513	0.054712071	0.047314527	0.075957536	0.083966175	0.05022461	0.136084611	0.6
0.287184912	0.310795075	0.221618023	0.257120012	0.274610373	0.164319855	0.086634092	0.071464953	0.0745	0.054488825	0.047290151	0.076471731	0.083335714	0.050707895	0.135810276	0.6
0.286	0.3125	0.2233	0.2603	0.2758	0.1649	0.0868	0.0717	0.075117733	0.0541	0.0473	0.0766	0.0828	0.0511	0.1354	0.6
0.284389818	0.3140961	0.22553857	0.263915246	0.277085675	0.165256151	0.086874679	0.071478506	0.075771312	0.053543379	0.047392669	0.07620588	0.082399767	0.051324573	0.13484593	0.6
