4.774926368	49.97550003
4.879490998	50.44280003
4.985615694	50.91000001
5.093251447	51.37730001
5.202496041	51.84460001
5.313349239	52.31179999
5.425762387	52.77909999
5.539735483	53.2464
5.655365958	53.7137
5.772556499	54.18089998
5.891355646	54.64819998
6.011812172	57.45890001
6.133877421	60.26950001
6.257600167	63.08020004
6.382980292	65.89089994
6.50996914	68.70149995
6.638615367	71.51219997
6.768919091	74.3229
6.900928969	77.13360002
7.034547569	79.94420003
7.169872323	82.75490005
7.30690323	83.62799995
7.445591634	84.50109997
7.585986192	85.37419999
7.728038247	86.24730001
7.871845111	87.12040003
8.017309472	87.99359996
8.164528761	88.86669998
8.313405547	89.73979999
8.464037261	90.61290001
8.61637501	91.48600003
8.770419148	91.68060001
8.926169322	91.87519999
9.083674423	92.06969994
9.242885795	92.26430004
9.403852095	92.45890001
9.566524549	92.65349999
9.730951929	92.84809997
9.897134238	93.04260004
10.0650227	93.23720001
10.23466609	93.43179999
10.40601575	92.75680002
10.57912034	92.08189996
10.75397974	91.4069
10.9305454	90.73200005
11.108866	90.05699997
11.28894153	89.38210003
11.47077198	88.70710006
11.6543087	88.0322
11.83960023	87.35720003
12.02659804	86.68229997
12.21535065	88.50060001
12.40585831	90.31880003
12.59807212	92.13709995
12.79204086	93.95539999
12.98771576	95.77360001
13.18514558	97.59190005
13.38428167	99.41019997
13.58517269	101.228
13.78772109	103.047
13.99202441	104.865
14.19803389	106.079
14.4057983	107.2940001
14.6152202	108.5080001
14.82634826	109.7220001
15.03918259	110.9360001
15.25372307	112.151
15.46996959	113.365
15.68787372	114.579
15.90748401	115.794
16.12875168	117.008
16.35167672	117.088
16.57630804	117.169
16.80259673	117.249
17.03054292	117.33
17.26014661	117.41
17.49135891	117.49
17.72422858	117.571
17.95875575	117.651
18.19489164	117.732
18.43268491	117.812
18.67203814	117.517
18.91304885	117.222
19.1556194	116.927
19.39979867	116.632
19.64558667	116.336
19.89293461	116.0409999
20.1418425	115.746
20.39231023	115.451
20.64438679	115.156
20.89797441	114.861
21.15307332	114.967
21.40978084	115.073
21.66795088	115.18
21.92768086	115.286
22.18887325	115.392
22.45157681	115.498
22.71579154	115.604
22.98146879	115.7110001
23.24860844	115.817
23.5172105	115.923
23.78727507	115.212
24.05880204	114.501
24.33174276	113.789
24.6060971	113.078
24.88191396	112.367
25.15909567	111.656
25.43764235	110.9449999
25.71760278	110.2329999
25.99892817	109.522
26.28166719	108.811
26.56567364	108.865
26.85109394	108.92
27.13778155	108.974
27.42583413	109.028
27.7152029	109.082
28.00583922	109.137
28.29774283	109.191
28.59096276	109.245
28.88545011	109.2999999
29.18115611	109.354
29.47812965	109.199
29.77632184	109.044
30.07573279	108.888
30.37631361	108.733
30.67816198	108.5780001
30.98113144	108.423
31.28531967	108.268
31.59062911	108.112
31.89710843	107.957
32.20470908	107.802
32.51343083	107.501
32.8232738	107.2
33.13418933	106.898
33.44617718	106.597
33.75928637	106.296
34.07341923	105.995
34.38862453	105.694
34.7048535	105.392
35.02210625	105.091
35.34038267	104.79
35.65963399	105.08
35.97986032	105.37
36.30106166	105.66
36.62323789	105.9500001
36.94634048	106.239
37.27041785	106.529
37.5953728	106.819
37.92125387	107.109
38.24801252	107.399
38.57564864	107.689
38.9041621	107.361
39.23350436	107.032
39.5637241	106.704
39.89477252	106.375
40.22660085	106.047
40.559258	105.7190001
40.8926464	105.39
41.22686338	105.062
41.56186038	104.733
41.89753999	104.4050001
42.2339994	104.369
42.5711413	104.333
42.90901457	104.297
43.24761886	104.261
43.58685698	104.225
43.92677759	104.19
44.26733191	104.1540001
44.60851994	104.118
44.95039045	104.082
45.2928459	104.046
45.63588641	103.641
45.97951185	103.237
46.32372223	102.832
46.66846888	102.4279999
47.0138006	102.023
47.35966835	101.618
47.70602373	101.2139999
48.05291528	100.809
48.40024555	100.405
48.74811211	99.99999995
49.09666115	99.63339999
49.44521019	99.26680003
49.79424662	98.90029998
50.14425806	98.53370002
50.4942695	98.16710006
50.84476845	97.80049998
51.19526739	97.43390002
51.54674123	97.06739997
51.89821519	96.70080001
52.25017654	96.33420005
52.60213789	96.27959996
52.95507425	96.22499999
53.30801049	96.17029999
53.66094685	96.11570002
54.01437071	96.06110005
54.36828197	96.00649996
54.72219322	95.95189999
55.0765921	95.8972
55.43099086	95.84260002
55.78538962	95.78800005
56.14027588	95.07779998
56.49564954	94.36750001
56.85102331	93.65730005
57.20639708	92.94699996
57.56177085	92.23680001
57.91763201	91.52660005
58.27349329	90.81629996
58.62935445	90.1061
58.98570312	89.39580003
59.34156439	88.68559996
59.69791306	88.81769996
60.05426173	88.94969994
60.41061051	89.08179995
60.76695918	89.21380005
61.12330784	89.34590005
61.48014401	89.47800005
61.8364928	89.61000003
62.19284146	89.74210004
62.54967764	89.87410002
